"product_group","product_name","sales_sep_k_rub","cogs_sep_k_rub","margin_sep_k_rub","margin_share_pct","cum_margin_share_pct","abc_category"
Мясо и мясопродукты,Мясо и мясопродукты 31,2.38813,1.45085,0.93728,0.03,87.55,B
Молочные продукты,Молочные продукты 254,4.08863,3.15388,0.93475,0.03,87.59,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 278,2.99876,2.06640,0.93236,0.03,87.62,B
Овощи и фрукты,Овощи и фрукты 114,1.69041,0.75981,0.93060,0.03,87.66,B
Мясо и мясопродукты,Мясо и мясопродукты 476,4.25636,3.33165,0.92471,0.03,87.69,B
Молочные продукты,Молочные продукты 180,3.83214,2.91565,0.91649,0.03,87.72,B
Молочные продукты,Молочные продукты 747,3.13944,2.22310,0.91634,0.03,87.76,B
Молочные продукты,Молочные продукты 732,3.68891,2.77779,0.91112,0.03,87.79,B
Мясо и мясопродукты,Мясо и мясопродукты 344,2.67005,1.75999,0.91006,0.03,87.83,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 249,3.62343,2.71808,0.90535,0.03,87.86,B
Молочные продукты,Молочные продукты 329,2.07412,1.17000,0.90412,0.03,87.89,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 277,2.88220,1.98030,0.90190,0.03,87.93,B
Молочные продукты,Молочные продукты 357,5.86007,4.95852,0.90155,0.03,87.96,B
Овощи и фрукты,Овощи и фрукты 287,3.85729,2.95578,0.90151,0.03,87.99,B
Молочные продукты,Молочные продукты 424,3.91353,3.01950,0.89403,0.03,88.03,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 158,3.13516,2.24436,0.89080,0.03,88.06,B
Мясо и мясопродукты,Мясо и мясопродукты 195,2.65590,1.76608,0.88982,0.03,88.09,B
Мясо и мясопродукты,Мясо и мясопродукты 32,2.25770,1.36880,0.88890,0.03,88.13,B
Молочные продукты,Молочные продукты 20,5.02794,4.13952,0.88842,0.03,88.16,B
Молочные продукты,Молочные продукты 181,4.39793,3.50976,0.88817,0.03,88.19,B
Мясо и мясопродукты,Мясо и мясопродукты 297,2.29023,1.40238,0.88785,0.03,88.23,B
Молочные продукты,Молочные продукты 583,2.13677,1.24913,0.88764,0.03,88.26,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 113,3.39065,2.50536,0.88529,0.03,88.29,B
Молочные продукты,Молочные продукты 737,3.62017,2.73683,0.88334,0.03,88.32,B
Мясо и мясопродукты,Мясо и мясопродукты 442,8.11932,7.23842,0.88090,0.03,88.36,B
Молочные продукты,Молочные продукты 59,3.44327,2.56247,0.88080,0.03,88.39,B
Мясо и мясопродукты,Мясо и мясопродукты 453,9.40524,8.52500,0.88024,0.03,88.42,B
Молочные продукты,Молочные продукты 729,2.16875,1.28881,0.87994,0.03,88.46,B
Молочные продукты,Молочные продукты 107,4.71177,3.83284,0.87893,0.03,88.49,B
Мясо и мясопродукты,Мясо и мясопродукты 54,1.93684,1.05966,0.87718,0.03,88.52,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 148,2.15839,1.28208,0.87631,0.03,88.55,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 327,2.50283,1.62675,0.87608,0.03,88.59,B
Молочные продукты,Молочные продукты 258,3.05082,2.17634,0.87448,0.03,88.62,B
Мясо и мясопродукты,Мясо и мясопродукты 248,1.73592,0.86240,0.87352,0.03,88.65,B
Производство,Производство 55,2.38065,1.50944,0.87121,0.03,88.68,B
Молочные продукты,Молочные продукты 422,3.35534,2.48941,0.86593,0.03,88.72,B
Производство,Производство 45,3.20143,2.33700,0.86443,0.03,88.75,B
Молочные продукты,Молочные продукты 551,2.86764,2.00376,0.86388,0.03,88.78,B
Молочные продукты,Молочные продукты 282,2.22489,1.36320,0.86169,0.03,88.81,B
Молочные продукты,Молочные продукты 559,2.05178,1.19482,0.85696,0.03,88.84,B
Молочные продукты,Молочные продукты 554,1.67150,0.81560,0.85590,0.03,88.88,B
Мясо и мясопродукты,Мясо и мясопродукты 366,2.94732,2.09373,0.85359,0.03,88.91,B
Молочные продукты,Молочные продукты 627,1.75135,0.89829,0.85306,0.03,88.94,B
Мясо и мясопродукты,Мясо и мясопродукты 295,1.41485,0.56647,0.84838,0.03,88.97,B
Овощи и фрукты,Овощи и фрукты 147,2.24751,1.40010,0.84741,0.03,89.00,B
Молочные продукты,Молочные продукты 376,1.92281,1.07787,0.84494,0.03,89.03,B
Молочные продукты,Молочные продукты 30,3.17358,2.33046,0.84312,0.03,89.06,B
Мясо и мясопродукты,Мясо и мясопродукты 323,2.86835,2.02969,0.83866,0.03,89.10,B
Молочные продукты,Молочные продукты 451,4.54767,3.71075,0.83692,0.03,89.13,B
Молочные продукты,Молочные продукты 498,1.97353,1.14000,0.83353,0.03,89.16,B
Молочные продукты,Молочные продукты 586,2.36339,1.53084,0.83255,0.03,89.19,B
Производство,Производство 11,2.76857,1.94040,0.82817,0.03,89.22,B
Молочные продукты,Молочные продукты 307,2.41853,1.59039,0.82814,0.03,89.25,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 93,2.54869,1.72392,0.82477,0.03,89.28,B
Молочные продукты,Молочные продукты 85,3.37935,2.55476,0.82459,0.03,89.31,B
Овощи и фрукты,Овощи и фрукты 24,2.04750,1.22409,0.82341,0.03,89.34,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 276,3.73841,2.91564,0.82277,0.03,89.37,B
Овощи и фрукты,Овощи и фрукты 294,1.63441,0.81200,0.82241,0.03,89.40,B
Молочные продукты,Молочные продукты 138,2.86017,2.03896,0.82121,0.03,89.43,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 120,2.34317,1.52290,0.82027,0.03,89.46,B
Молочные продукты,Молочные продукты 378,1.82066,1.00100,0.81966,0.03,89.49,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 126,2.91817,2.10073,0.81744,0.03,89.52,B
Молочные продукты,Молочные продукты 521,1.89680,1.08004,0.81676,0.03,89.56,B
Мясо и мясопродукты,Мясо и мясопродукты 430,5.36011,4.54377,0.81634,0.03,89.59,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 114,2.31431,1.49850,0.81581,0.03,89.62,B
Мясо и мясопродукты,Мясо и мясопродукты 439,2.87269,2.06280,0.80989,0.03,89.65,B
Молочные продукты,Молочные продукты 512,4.55484,3.74600,0.80884,0.03,89.68,B
Овощи и фрукты,Овощи и фрукты 111,3.06497,2.25700,0.80797,0.03,89.71,B
Овощи и фрукты,Овощи и фрукты 93,1.51484,0.70776,0.80708,0.03,89.74,B
Молочные продукты,Молочные продукты 489,6.27342,5.47010,0.80332,0.03,89.77,B
Молочные продукты,Молочные продукты 421,2.99090,2.19054,0.80036,0.03,89.80,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 99,4.07791,3.27912,0.79879,0.03,89.83,B
Мясо и мясопродукты,Мясо и мясопродукты 138,1.77354,0.97598,0.79756,0.03,89.85,B
Мясо и мясопродукты,Мясо и мясопродукты 256,2.36111,1.56456,0.79655,0.03,89.88,B
Мясо и мясопродукты,Мясо и мясопродукты 11,5.21451,4.41835,0.79616,0.03,89.91,B
Молочные продукты,Молочные продукты 444,2.07409,1.27920,0.79489,0.03,89.94,B
Молочные продукты,Молочные продукты 630,1.99284,1.20000,0.79284,0.03,89.97,B
Мясо и мясопродукты,Мясо и мясопродукты 306,2.04880,1.25600,0.79280,0.03,90.00,B
Мясо и мясопродукты,Мясо и мясопродукты 34,2.64865,1.85634,0.79231,0.03,90.03,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 171,2.57925,1.78886,0.79039,0.03,90.06,B
Молочные продукты,Молочные продукты 391,3.26981,2.47984,0.78997,0.03,90.09,B
Овощи и фрукты,Овощи и фрукты 3,2.46553,1.67622,0.78931,0.03,90.12,B
Молочные продукты,Молочные продукты 749,3.43928,2.65121,0.78807,0.03,90.15,B
Молочные продукты,Молочные продукты 32,2.03559,1.24794,0.78765,0.03,90.18,B
Молочные продукты,Молочные продукты 736,3.44833,2.66339,0.78494,0.03,90.21,B
Молочные продукты,Молочные продукты 652,2.41283,1.62880,0.78403,0.03,90.24,B
Мясо и мясопродукты,Мясо и мясопродукты 88,1.33794,0.55721,0.78073,0.03,90.27,B
Овощи и фрукты,Овощи и фрукты 33,5.73818,4.95807,0.78011,0.03,90.29,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 60,3.00909,2.22912,0.77997,0.03,90.32,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 79,1.98253,1.20317,0.77936,0.03,90.35,B
Мясо и мясопродукты,Мясо и мясопродукты 122,3.10806,2.32872,0.77934,0.03,90.38,B
Молочные продукты,Молочные продукты 601,1.91728,1.13966,0.77762,0.03,90.41,B
Молочные продукты,Молочные продукты 12,2.52928,1.75183,0.77745,0.03,90.44,B
Молочные продукты,Молочные продукты 392,2.84364,2.06800,0.77564,0.03,90.47,B
Мясо и мясопродукты,Мясо и мясопродукты 369,2.40154,1.62804,0.77350,0.03,90.50,B
Молочные продукты,Молочные продукты 642,3.66878,2.89599,0.77279,0.03,90.53,B
Молочные продукты,Молочные продукты 60,3.12233,2.35170,0.77063,0.03,90.55,B
Молочные продукты,Молочные продукты 576,2.22108,1.45410,0.76698,0.03,90.58,B
Мясо и мясопродукты,Мясо и мясопродукты 276,1.99192,1.22760,0.76432,0.03,90.61,B
Молочные продукты,Молочные продукты 358,6.04129,5.27739,0.76390,0.03,90.64,B
Овощи и фрукты,Овощи и фрукты 362,1.65967,0.89964,0.76003,0.03,90.67,B
Производство,Производство 88,1.48781,0.72860,0.75921,0.03,90.70,B
Овощи и фрукты,Овощи и фрукты 358,1.69413,0.93500,0.75913,0.03,90.72,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 159,2.45185,1.69400,0.75785,0.03,90.75,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 193,2.25382,1.49735,0.75647,0.03,90.78,B
Мясо и мясопродукты,Мясо и мясопродукты 258,1.97323,1.21877,0.75446,0.03,90.81,B
